hub,site,observerPc,date,startTimePc,timePc,speciesPc,species_format,distancePc,countPc,detectionPc,notesPc
DC,FORESESMD1,ERF,5/19/2016,7:53,5,GRCA,GRCA,0-10,2,Visual,.
DC,FORESESMD1,ERF,5/19/2016,7:53,5,BLJA,BLJA,11-20 ,1,Auditory,.
DC,FORESESMD1,ERF,5/19/2016,7:53,5,MODO,MODO,11-20 ,3,Visual,.
DC,FORESESMD1,ERF,5/19/2016,7:53,5,CACH,CACH,0-10,1,Auditory,.
DC,FORESESMD1,ERF,5/19/2016,7:53,5,SOSP,SOSP,41-50,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,HOSP,HOSP,0-10,2,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,BAWW,BAWW,31-40,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,EUST,EUST,0-10,1,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,EUST,EUST,31-40,2,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,RBWO,RBWO,41-50,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,AMRO,AMRO,11-20 ,2,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,CARW,CARW,21-30,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,COGR,COGR,11-20 ,1,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,3,COGR,COGR,21-30,2,Both,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,2,TUTI,TUTI,21-30,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,2,AMCR,AMCR,21-30,1,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,2,HOSP,HOSP,0-10,1,Visual,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,2,CACH,CACH,21-30,2,Auditory,.
DC,BAILEESVA1,ERF,5/20/2016,8:07,5,GRCA,GRCA,11-20 ,1,Both,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,GCFL,GCFL,0-10,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,EATO,EATO,11-20 ,1,Both,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,EATO,EATO,31-40,1,Both,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,RBWO,RBWO,21-30,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,CARW,CARW,41-50,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,BPWA,BLPW,21-30,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,3,AMRO,AMRO,11-20 ,1,Both,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,2,AMRO,AMRO,31-40,1,Both,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,2,CARW,CARW,41-50,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,2,TUTI,TUTI,41-50,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,5,CACH,CACH,41-50,1,Auditory,.
DC,DODGEESMD1,ERF,5/23/2016,6:46,5,AMRO,AMRO,21-30,2,Both,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,DOWO,DOWO,31-40,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,REVI,REVI,21-30,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,NOCA,NOCA,31-40,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,AMRO,AMRO,41-50,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,2,TUTI,TUTI,11-20 ,2,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,5,AMRO,AMRO,21-30,1,Visual,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,5,SWTH,SWTH,41-50,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,DOWO,DOWO,21-30,1,Auditory,KILL repeatedly flying over
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,REVI,REVI,21-30,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,NOCA,NOCA,31-40,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,3,AMRO,AMRO,41-50,1,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,2,TUTI,TUTI,11-20 ,2,Auditory,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,5,AMRO,AMRO,21-30,1,Visual,.
DC,BUCKLMSMD1,ERF,5/24/2016,8:18,5,SWTH,SWTH,41-50,1,Auditory,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,3,AMRO,AMRO,11-20 ,2,Visual,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,3,GRCA,GRCA,0-10,1,Both,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,3,CHSW,CHSW,0-10,4,Both,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,2,CHSP,CHSP,0-10,1,Both,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,5,BLJA,BLJA,21-30,1,Visual,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,5,CHSP,CHSP,11-20 ,1,Both,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,5,HOFI,HOFI,31-40,1,Auditory,.
DC,HERNELEVA1,ERF,5/25/2016,8:20,5,AMCR,AMCR,21-30,1,Both,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,3,COGR,COGR,11-20 ,4,Both,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,3,HOFI,HOFI,21-30,1,Auditory,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,3,HOWR,HOWR,41-50,1,Auditory,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,3,AMRO,AMRO,41-50,1,Visual,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,3,SOSP,SOSP,31-40,1,Auditory,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,2,NOCA,NOCA,41-50,1,Auditory,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,5,CHSP,CHSP,41-50,1,Auditory,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,5,AMCR,AMCR,31-40,1,Visual,.
DC,WAPLEESVA1,ERF,5/26/2016,8:15,5,BLJA,BLJA,41-50,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,HOWR,HOWR,21-30,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,AMRO,AMRO,0-10,1,Visual,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,CARW,CARW,31-40,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,WBNU,WBNU,21-30,5,Visual,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,BLJA,BLJA,41-50,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,MODO,MODO,31-40,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,NOCA,NOCA,31-40,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,NOCA,NOCA,41-50,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,GRCA,GRCA,21-30,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,3,CHSP,CHSP,21-30,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,2,WOTH,WOTH,31-40,1,Auditory,.
DC,GOCHJOAMD1,KPK,5/28/2016,.,5,MODO,MODO,31-40,3,Both,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,3,CARW,CARW,0-10,1,Auditory,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,3,GRCA,GRCA,11-20 ,1,Both,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,2,NOPA,NOPA,31-40,1,Auditory,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,2,REVI,REVI,31-40,1,Auditory,.
DC,PERNMIKMD1,JLM,5/31/2016,7:03,2,TUTI,TUTI,21-30,1,Auditory,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,EUST,EUST,0-10,2,Both,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,SOSP,SOSP,31-40,1,Auditory,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,NOMO,NOMO,41-50,1,Auditory,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,HOFI,HOFI,41-50,1,Auditory,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,BHCO,BHCO,41-50,1,Auditory,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,AMRO,AMRO,31-40,1,Visual,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,3,HOSP,HOSP,31-40,1,Visual,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,5,BLJA,BLJA,0-10,1,Both,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,5,COGR,COGR,0-10,1,Visual,.
DC,FUISLISVA2,JLM,5/31/2016,6:51,5,NOCA,NOCA,41-50,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,TUTI,TUTI,21-30,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,TUTI,TUTI,41-50,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,RBWO,RBWO,41-50,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,EAWP,EAWP,31-40,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,NOCA,NOCA,0-10,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,NOCA,NOCA,21-30,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,NOCA,NOCA,41-50,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,AMRO,AMRO,31-40,2,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,3,HOWR,HOWR,41-50,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,2,WBNU,WBNU,21-30,2,Visual,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,2,CARW,CARW,21-30,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,2,CARW,CARW,31-40,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,CACH,CACH,21-30,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,NOCA,NOCA,31-40,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,NOCA,NOCA,0-10,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,AMRO,AMRO,11-20 ,1,Both,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,AMRO,AMRO,31-40,1,Both,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,AMRO,AMRO,41-50,1,Both,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,CARW,CARW,11-20 ,1,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,HOWR,HOWR,21-30,2,Auditory,.
DC,NEWBCARVA1,KPK,5/31/2016,6:58,5,CACH,CACH,11-20 ,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,CARW,CARW,0-10,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,NOCA,NOCA,21-30,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,DOWO,DOWO,21-30,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,3,AMRO,AMRO,0-10,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,2,REVI,REVI,41-50,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,2,HOWR,HOWR,31-40,1,Auditory,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,5,BLJA,BLJA,0-10,2,Both,.
DC,JAMESESVA1,ERF,6/1/2016,8:32,5,CACH,CACH,31-40,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,NOCA,NOCA,21-30,2,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,CHSP,CHSP,31-40,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,CACH,CACH,21-30,2,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,AMRO,AMRO,41-50,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,NOCA,NOCA,31-40,2,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,RBWO,RBWO,31-40,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,RBWO,RBWO,41-50,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,3,TUTI,TUTI,41-50,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,2,MODO,MODO,31-40,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,2,AMRO,AMRO,21-30,1,Visual,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,2,NOCA,NOCA,41-50,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,2,HOFI,HOFI,11-20 ,1,Visual,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,5,HOFI,HOFI,21-30,3,Both,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,5,NOCA,NOCA,11-20 ,1,Both,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,5,NOCA,NOCA,31-40,1,Both,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,5,AMGO,AMGO,21-30,1,Auditory,.
DC,BARBJERMD1,KPK,6/3/2016,6:57,5,CACH,CACH,31-40,2,Visual,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,CACH,CACH,11-20 ,2,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,TUTI,TUTI,21-30,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,CACH,CACH,0-10,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,NOCA,NOCA,0-10,2,Both,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,CARW,CARW,0-10,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,GCFL,GCFL,11-20 ,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,3,EWPW,EAWP,41-50,1,Auditory,.
DC,GALLTERMD1,JLM,6/4/2016,6:59,2,NOCA,NOCA,11-20 ,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,SOSP,SOSP,21-30,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,AMRO,AMRO,21-30,1,Both,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,AMRO,AMRO,31-40,4,Both,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,GRCA,GRCA,21-30,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,HOFI,HOFI,31-40,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,3,NOCA,NOCA,0-10,2,Visual,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,2,HOWR,HOWR,21-30,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,2,AMRO,AMRO,41-50,2,Both,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,2,DOWO,DOWO,21-30,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,2,CACH,CACH,21-30,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,5,SOSP,SOSP,41-50,1,Auditory,.
DC,DAVIALIVA1,KPK,6/4/2016,7:00,5,GRCA,GRCA,11-20 ,1,Both,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,HOSP,HOSP,0-10,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,AMRO,AMRO,11-20 ,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,NOCA,NOCA,21-30,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,SOSP,SOSP,41-50,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,AMRO,AMRO,0-10,1,Both,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,AMCR,AMCR,11-20 ,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,DOWO,DOWO,41-50,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,3,BHCO,BHCO,31-40,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,2,GRCA,GRCA,11-20 ,1,Auditory,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,5,NOCA,NOCA,0-10,3,Both,.
DC,WILLTERMD1,JLM,6/7/2016,6:59,5,CARW,CARW,21-30,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,CARW,CARW,31-40,1,Auditory,Ramona came out and started talking at min 6
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,CARW,CARW,41-50,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,BLJA,BLJA,31-40,2,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,AMRO,AMRO,41-50,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,HOWR,HOWR,21-30,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,3,EATO,EATO,31-40,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,2,RBWO,RBWO,31-40,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,5,NOCA,NOCA,41-50,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,5,AMRO,AMRO,21-30,1,Auditory,.
DC,PADORAMVA1,KPK,6/7/2016,7:00,5,MODO,MODO,11-20 ,2,Both,.
